Player,Team,Round 0,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,Round 17,Round 18,Round 19,Round 20,Round 21
SHANNON NEALE,GE,0.0,0.06919565,0.02629451,0.0222343,0.024392491,0.023196347,0.023393948,0.022267377,0.029816512,0.02318244,0.029792957,0.9328616,0.029872248,0.024259822,0.7697509,0.022547798,0.0,0.29194003,0.25320774,0.026990253,0.68474406,0.4298467
JARROD BERRY,BL,0.0,0.37580428,0.62350976,0.058708865,0.06204175,0.07253033,0.030242389,0.05843655,0.1235486,0.02318008,0.0,0.16847616,0.5185375,0.3762169,0.06226864,0.46790692,0.0,0.03710562,0.36761293,0.24209547,0.03591709,0.053499557
JESSE HOGAN,GW,0.0,0.0,0.0,0.23888314,0.9227427,0.03952952,0.0,0.03854615,0.029028554,0.91787213,0.025179602,0.29731405,0.030747736,0.025341326,0.9437291,0.04403914,0.0,0.0,0.029928017,0.0,0.120540194,0.022891574
JAMES SICILY,HW,0.69341904,0.21167354,0.3011324,0.12519224,0.0,0.09828664,0.06649792,0.2927413,0.46328077,0.44171464,0.047214877,0.027280629,0.02204819,0.0,0.0,0.0,0.0,0.056523286,0.11768275,0.18082929,0.4758929,0.091179214
MARCUS WINDHAGER,SK,0.0,0.034306362,0.8568835,0.09718564,0.10097494,0.06553002,0.035259504,0.036777057,0.15022643,0.025172155,0.027603304,0.036248446,0.74952483,0.0,0.038110245,0.031976216,0.047975678,0.248555,0.8348719,0.037583403,0.1640216,0.06532484
DANIEL CURTIN,AD,0.0,0.024962394,0.040835384,0.07041915,0.027806094,0.022090064,0.02732188,0.023090446,0.05132861,0.022587122,0.060600933,0.07926811,0.069406696,0.04603981,0.079610154,0.0,0.84499305,0.03010549,0.7395541,0.39673418,0.49961418,0.49671608
TOM ATKINS,GE,0.0,0.060098168,0.10846194,0.045373023,0.05722877,0.34519258,0.31503597,0.057232965,0.08266532,0.098597445,0.5184467,0.1451804,0.12924623,0.61342,0.08433375,0.084501535,0.0,0.06831529,0.092247136,0.14312625,0.5126614,0.06683607
REILLY OBRIEN,AD,0.0,0.20643786,0.07102136,0.1204759,0.035698935,0.027928762,0.2523141,0.07642362,0.106779024,0.38798633,0.032442395,0.66175234,0.15428513,0.08464076,0.088266015,0.0,0.21121727,0.08268295,0.38764507,0.10304109,0.12803671,0.33783838
JOSH WORRELL,AD,0.0,0.34418774,0.06289567,0.060196836,0.041864198,0.03078629,0.09720748,0.04923268,0.39072013,0.16029555,0.030445023,0.3840633,0.20427099,0.0689943,0.053098388,0.0,0.44655603,0.13804775,0.12488075,0.45434323,0.11686215,0.21110052
JOSH RACHELE,AD,0.0,0.4298864,0.848479,0.023082666,0.0,0.0,0.0,0.021954555,0.513033,0.029112807,0.03273862,0.93242973,0.34168726,0.18067335,0.038435094,0.0,0.026855633,0.022848954,0.0,0.0,0.0,0.0
OLIVER DEMPSEY,GE,0.0,0.11040278,0.028824933,0.0244976,0.7714677,0.18592513,0.08349141,0.030681217,0.064658046,0.20085749,0.55536443,0.06895143,0.039817695,0.057087604,0.11728815,0.025519509,0.0,0.16019508,0.048597723,0.65024704,0.13480388,0.053245474
TRISTAN XERRI,NM,0.0,0.16861832,0.3301603,0.0362618,0.035571314,0.030197287,0.067678325,0.6346798,0.58262765,0.26893428,0.50486374,0.079474315,0.0,0.3135717,0.06935734,0.120562285,0.03082097,0.049533386,0.022718636,0.0,0.0,0.0
JAKE MELKSHAM,ME,0.0,0.0,0.0,0.022332624,0.02246091,0.025911277,0.030266024,0.0,0.047507897,0.0,0.6939532,0.19549327,0.024805149,0.028865732,0.023154372,0.0,0.87502486,0.3254853,0.9180348,0.025225537,0.02930911,0.032549147
JOEL JEFFREY,GC,0.0,0.08426876,0.0,0.034731828,0.041585896,0.15876675,0.027294492,0.03684372,0.06097729,0.037784472,0.025239844,0.5809726,0.028896138,0.07994046,0.0,0.037162412,0.052597325,0.85714865,0.04077942,0.038665332,0.82483464,0.22033916
SAM FLANDERS,GC,0.0,0.0,0.0,0.5441304,0.36058238,0.37382868,0.026384851,0.17321953,0.037720945,0.039380472,0.023756733,0.22540666,0.07310678,0.022674209,0.0,0.2682279,0.5501533,0.25773582,0.08812344,0.10661831,0.04814963,0.04527111
MILES BERGMAN,PA,0.0,0.027946677,0.10369177,0.20378762,0.14175092,0.027729345,0.028773738,0.0273102,0.026553039,0.5181467,0.028962405,0.076567374,0.0,0.47266793,0.43310338,0.025763072,0.8634728,0.053949118,0.10077388,0.048018422,0.027655866,0.0
RHYLEE WEST,WB,0.0,0.10404173,0.023372263,0.023554195,0.030295914,0.35105494,0.13432251,0.07353033,0.033840653,0.044363115,0.758929,0.03797459,0.0,0.02236851,0.08790872,0.18045382,0.023896866,0.029068086,0.026995286,0.74303913,0.46028447,0.029848648
NED LONG,CW,0.031177517,0.53492546,0.027530106,0.0,0.02426265,0.8308978,0.093232244,0.16323903,0.054358393,0.030338487,0.06616952,0.5279005,0.1748633,0.061146505,0.0,0.026186457,0.12706329,0.03320329,0.040737327,0.07985423,0.26028582,0.023507157
JUSTIN MCINERNEY,SY,0.043195512,0.19328888,0.0,0.0,0.0,0.0,0.031667158,0.14175406,0.19713117,0.12803791,0.273571,0.0,0.13867022,0.42651567,0.0,0.31927532,0.030980224,0.066289425,0.18354091,0.38952515,0.024199603,0.58994985
ANDREW MCGRATH,ES,0.0,0.10244442,0.024065971,0.03376892,0.0,0.26666465,0.18906398,0.030689934,0.04562406,0.8804609,0.03845026,0.82783014,0.022874573,0.11546701,0.025860813,0.03288984,0.0,0.022395773,0.033556536,0.036074616,0.029841289,0.41569018
JOSH WARD,HW,0.0,0.18584095,0.22721998,0.092475526,0.0,0.031212375,0.038598277,0.22789076,0.061580397,0.09455304,0.10069591,0.033959724,0.069286555,0.79365814,0.10828415,0.0,0.13118619,0.026283238,0.032939132,0.6989347,0.14061666,0.028994942
ARCHIE ROBERTS,ES,0.0,0.03675693,0.028426267,0.089737654,0.0,0.5107843,0.05271653,0.04119547,0.14647795,0.31677634,0.07732704,0.887539,0.04191432,0.029830892,0.072927125,0.058608558,0.0,0.028370757,0.54855907,0.026489945,0.05390573,0.039133478
JAMES WORPEL,HW,0.10232238,0.0,0.0,0.0,0.0,0.17000681,0.17238624,0.58162856,0.06062379,0.59874594,0.15300839,0.04445465,0.05015579,0.043791585,0.0,0.0,0.0,0.064237036,0.09104502,0.7722906,0.15242751,0.023751425
MASSIMO DAMBROSIO,HW,0.18329945,0.025228221,0.4900331,0.04849111,0.0,0.03362796,0.032863382,0.08306728,0.8957706,0.3543448,0.029806335,0.026606621,0.03184303,0.044707216,0.09619369,0.0,0.048069317,0.12827162,0.034335084,0.097414434,0.13169989,0.21996345
JAKE BOWEY,ME,0.0,0.046990067,0.043709055,0.06852731,0.030787444,0.052530527,0.6279629,0.8537858,0.06357805,0.093272485,0.27906933,0.049933195,0.028437369,0.08544057,0.03364373,0.0,0.08923294,0.1164936,0.045706224,0.14749242,0.03874842,0.23985802
DARCY WILMOT,BL,0.0,0.41739514,0.3413841,0.034689248,0.16681366,0.043994237,0.027832344,0.72492427,0.044356,0.082403935,0.031230455,0.034895428,0.031974223,0.027935721,0.042564496,0.038410127,0.0,0.08104469,0.7072889,0.055339802,0.03193493,0.047781967
HARRIS ANDREWS,BL,0.0,0.031608373,0.4982973,0.2361108,0.050343856,0.1948001,0.05648678,0.030471224,0.49599373,0.04363003,0.02408185,0.06984175,0.12717865,0.11926926,0.022047326,0.49191317,0.0,0.2750257,0.044274837,0.05542717,0.035237085,0.10517979
CAM RAYNER,BL,0.0,0.0566371,0.027137715,0.08527418,0.26771912,0.07969069,0.024674188,0.11943684,0.15114917,0.29249385,0.025952958,0.032548495,0.061014917,0.07323076,0.093613975,0.74514896,0.0,0.27605414,0.17234525,0.054218717,0.056784015,0.30747256
JACK GINNIVAN,HW,0.0376722,0.0492376,0.03293508,0.025302613,0.0,0.022411725,0.0,0.14859712,0.34064162,0.042996794,0.3730671,0.025886875,0.30786288,0.5125988,0.044383455,0.0,0.11054082,0.05533632,0.5352048,0.091240436,0.11215163,0.10845585
BAILEY WILLIAMS,WB,0.0,0.03783085,0.031087458,0.20945966,0.025944453,0.03500065,0.7422284,0.05657698,0.08152836,0.037723903,0.0870374,0.022175536,0.0,0.032288592,0.6529697,0.24821715,0.049033757,0.034958575,0.024072433,0.033463504,0.42070818,0.04860542
DARCY FOGARTY,AD,0.0,0.64514613,0.3594256,0.025968475,0.16601492,0.36841863,0.025892574,0.0,0.05059335,0.2323242,0.39651066,0.027217854,0.034244426,0.03128224,0.026120406,0.0,0.029195923,0.070752114,0.24929063,0.03663665,0.08920293,0.025605906
BAYLEY FRITSCH,ME,0.0,0.02868249,0.022090064,0.027857307,0.035743657,0.023291038,0.0,0.026774092,0.038551405,0.022277413,0.024427833,0.1370939,0.024990931,0.1623812,0.05586579,0.0,0.02751514,0.022942841,0.84409136,0.35003567,0.18489476,0.8237079
BEN LONG,GC,0.0,0.36958408,0.0,0.051991787,0.029320516,0.3512482,0.1480755,0.03478157,0.0,0.036589004,0.78420657,0.17709918,0.025599947,0.023170926,0.0,0.026241656,0.04774115,0.02524604,0.027073905,0.022596003,0.5470254,0.15112118
DANIEL RIOLI,GC,0.0,0.3299253,0.0,0.12024536,0.47459936,0.043398608,0.023862755,0.52246076,0.026421526,0.23998307,0.17925301,0.06464331,0.21878427,0.024833137,0.0,0.036433805,0.05358659,0.30841312,0.16263136,0.026113505,0.0,0.0
JASPA FLETCHER,BL,0.0,0.023158291,0.08900949,0.030808691,0.2774583,0.3189449,0.027977563,0.061331846,0.13428034,0.275799,0.056447696,0.08547892,0.2273795,0.26194495,0.03471762,0.3120327,0.0,0.06826671,0.10191051,0.13121077,0.03231718,0.2468365
ZACH GUTHRIE,GE,0.0,0.12553632,0.06945919,0.03877632,0.8652524,0.06519755,0.040424798,0.03568481,0.042486843,0.03265632,0.12618448,0.10971173,0.032297064,0.07508138,0.13951688,0.022007305,0.0,0.6367011,0.05428094,0.052431766,0.056832124,0.12962642
CHARLIE CURNOW,CA,0.0,0.0,0.022937806,0.03153049,0.024624482,0.14606641,0.9197675,0.44796672,0.07193805,0.32117572,0.11997075,0.03469986,0.0,0.165054,0.024582615,0.024604715,0.037394825,0.0419236,0.05233219,0.22863597,0.02530963,0.0
JARMAN IMPEY,HW,0.03953827,0.03911517,0.07051463,0.043635655,0.0,0.022351487,0.04283316,0.041542795,0.14974125,0.12798217,0.0,0.0,0.031743877,0.10879544,0.7273732,0.0,0.060268197,0.13836959,0.040840898,0.7877123,0.16431637,0.045477234
AARON CADMAN,GW,0.0322237,0.025526216,0.0,0.022211516,0.026181156,0.04415782,0.022106891,0.024218371,0.030021062,0.027012534,0.022064837,0.03426285,0.034970433,0.022604123,0.95273286,0.035668198,0.0,0.053840883,0.95692694,0.03757258,0.17179854,0.024096182
CONOR NASH,HW,0.4813397,0.13982943,0.104032025,0.07675663,0.0,0.022090064,0.025062183,0.0,0.0,0.0,0.0,0.024631176,0.23695883,0.14684501,0.030687118,0.0,0.42847836,0.28000772,0.11246517,0.29449657,0.15127228,0.032538835
HARLEY REID,WC,0.0,0.02313613,0.10313637,0.02955885,0.04042328,0.028326001,0.059868634,0.09589415,0.023697706,0.123563506,0.27850875,0.034140725,0.086508244,0.062126234,0.35956225,0.0,0.046627726,0.07920344,0.518472,0.5310078,0.04908455,0.0
CALLUM WILKIE,SK,0.0,0.046480756,0.14326386,0.054194987,0.14332303,0.029415969,0.09649829,0.041257955,0.34423518,0.059164513,0.07714818,0.03850081,0.8370456,0.0,0.0621816,0.031021234,0.03962667,0.026329994,0.2526537,0.039683517,0.09517517,0.1065266
ALEX NEAL-BULLEN,AD,0.0,0.08589317,0.2003531,0.040551767,0.06291167,0.02561182,0.1219188,0.041326605,0.08166336,0.048138693,0.022175536,0.028746486,0.43892452,0.034444816,0.026020715,0.0,0.06428155,0.04001168,0.02320128,0.93658555,0.14624584,0.086198136
SAM BERRY,AD,0.0,0.0,0.0,0.0,0.0,0.0,0.0240677,0.0,0.03884741,0.02549098,0.02610454,0.630227,0.37170693,0.09571368,0.03974484,0.0,0.39368033,0.048426583,0.033608906,0.17435321,0.5399843,0.0875334
PATRICK LIPINSKI,CW,0.026545128,0.31115282,0.08846207,0.0,0.046109125,0.3726427,0.12075069,0.0680132,0.06480319,0.037073817,0.024929048,0.11989238,0.03395237,0.0,0.0,0.8845876,0.15340585,0.08766607,0.0,0.03263773,0.027128885,0.025400335
MABIOR CHOL,HW,0.026015762,0.046338566,0.3060056,0.02404141,0.0,0.022211516,0.18856044,0.47461432,0.080825105,0.027035402,0.042531822,0.023021884,0.0267238,0.1741001,0.041005064,0.0,0.91518253,0.033550628,0.022481104,0.0,0.0,0.023482341
LEVI ASHCROFT,BL,0.0,0.23592336,0.039212376,0.027774073,0.09864922,0.16509438,0.027241958,0.20998776,0.66111416,0.08632519,0.050835997,0.14089657,0.03660157,0.08940309,0.025183097,0.16178648,0.0,0.087138005,0.030565254,0.17259377,0.024572246,0.120348774
JARROD WITTS,GC,0.0,0.19105303,0.0,0.041634645,0.18355702,0.15916482,0.036667883,0.14329284,0.029738953,0.085073486,0.10240795,0.19338247,0.041970808,0.03980952,0.0,0.6429966,0.10761506,0.0,0.1477376,0.03207071,0.15410076,0.12722944
TOM STEWART,GE,0.0,0.30439788,0.022586858,0.0,0.43572214,0.0,0.04689603,0.027132409,0.0,0.0,0.0,0.13575363,0.09869303,0.5617089,0.20717855,0.07704403,0.0,0.11870061,0.16679165,0.0377782,0.07086904,0.11796211
MATT ROBERTS,SY,0.08533198,0.065268725,0.47411245,0.0,0.17578685,0.0632641,0.4278594,0.0891903,0.23897327,0.18521391,0.1252582,0.036165275,0.038845602,0.0,0.0,0.22511049,0.022946015,0.024639448,0.06094637,0.059214965,0.027036225,0.0
TAYLOR WALKER,AD,0.0,0.025507309,0.07278815,0.87728274,0.45846695,0.041851528,0.091905,0.031717,0.053897075,0.035056572,0.022106891,0.0,0.029539775,0.023770489,0.03400655,0.0,0.14025359,0.02988771,0.08230075,0.026459552,0.1374363,0.19948837
LLOYD MEEK,HW,0.18440054,0.03978718,0.0649933,0.1469265,0.0,0.09390745,0.18912794,0.38930577,0.064125985,0.03445272,0.0,0.026388679,0.036652103,0.2553664,0.13255873,0.0,0.07872657,0.3662941,0.08426974,0.07667543,0.040479194,0.10646065
ERIC HIPWOOD,BL,0.0,0.02506709,0.090777546,0.024705581,0.024717683,0.9420349,0.0328274,0.72280955,0.070986226,0.10373489,0.023593698,0.028351499,0.030768435,0.023678618,0.03402228,0.024080975,0.0,0.03137399,0.034835696,0.040581673,0.02832217,0.040401988
MITCH OWENS,SK,0.0,0.0,0.045589637,0.72640324,0.03244537,0.030302973,0.0471613,0.023510994,0.5154865,0.05710792,0.023063293,0.53221613,0.026396876,0.0,0.023105877,0.029795196,0.0262568,0.022966037,0.057307314,0.03434991,0.025035262,0.040640626
JAKE LLOYD,SY,0.032117736,0.03727114,0.21502878,0.0,0.4921419,0.0301786,0.07585066,0.19651788,0.056274977,0.04549044,0.14376944,0.02706703,0.029948222,0.10529105,0.0,0.0,0.092142716,0.3550119,0.2556576,0.036701288,0.049585234,0.030116942
ED LANGDON,ME,0.0,0.06365706,0.025011854,0.09874288,0.029008726,0.11668916,0.08097701,0.21739954,0.13158055,0.028700698,0.3552853,0.7260544,0.028158944,0.023614665,0.02574717,0.0,0.023146564,0.10810268,0.06555376,0.0932421,0.024455661,0.028010378
HARRY HIMMELBERG,GW,0.12579452,0.34080294,0.0,0.13569231,0.29537085,0.044299792,0.035506517,0.031280186,0.026855702,0.06893503,0.02839811,0.06523442,0.06833567,0.046703268,0.031332362,0.05218316,0.0,0.15603998,0.070217066,0.42269266,0.2002461,0.04299668
JACK HIGGINS,SK,0.0,0.02258622,0.7661544,0.18067986,0.23089862,0.023497485,0.03630394,0.026354415,0.031069847,0.024903897,0.2689849,0.022465376,0.025675055,0.0,0.022470037,0.022228424,0.023002936,0.025251584,0.022090064,0.027321331,0.45217803,0.030815676
JOSH BATTLE,HW,0.045231797,0.08441378,0.09300516,0.039771844,0.0,0.028280292,0.03556639,0.5404327,0.60944605,0.07953076,0.022829715,0.035144806,0.027625808,0.05966468,0.05548542,0.0,0.083677165,0.17251752,0.03161598,0.1219976,0.05413016,0.040529583
WILL DAY,HW,0.893619,0.0807678,0.5688085,0.56940705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06349225,0.07715023
BLAKE ACRES,CA,0.0,0.042505626,0.024984008,0.035186734,0.44062096,0.0,0.30160567,0.038240563,0.026445301,0.07638097,0.0,0.022404527,0.0,0.6924785,0.13531639,0.23256229,0.022265352,0.032997556,0.0,0.0,0.08482362,0.028134545
CALLUM AH CHEE,BL,0.0,0.032294195,0.17887022,0.022798603,0.027793484,0.34919918,0.022171287,0.037460696,0.22279961,0.023903245,0.022090064,0.9079742,0.025568807,0.022627054,0.040395416,0.0,0.0,0.03251501,0.06624368,0.12515642,0.03583531,0.024100382
MARK KEANE,AD,0.0,0.12634468,0.054711536,0.02788179,0.042454887,0.14120418,0.036937706,0.029050775,0.045719057,0.103094205,0.029248897,0.06490205,0.3749944,0.044266593,0.063694715,0.0,0.11508589,0.20266405,0.06471238,0.18514287,0.122470215,0.33926955
NICK VLASTUIN,RI,0.0,0.11619286,0.02438544,0.025279257,0.03417964,0.03419237,0.7274314,0.04688335,0.030501246,0.07407155,0.029971087,0.07505494,0.07423271,0.02728794,0.0,0.07727397,0.027486103,0.030894194,0.11236688,0.4256287,0.12472132,0.08817991
JAMES ROWBOTTOM,SY,0.04660771,0.05582045,0.24539132,0.0,0.2801847,0.21342386,0.16333307,0.0626497,0.123454414,0.13573399,0.121301495,0.025385335,0.0471073,0.16155809,0.0,0.037841342,0.028515128,0.041205645,0.12454518,0.18320331,0.02577257,0.081175245
WILL SETTERFIELD,ES,0.0,0.0,0.0,0.0,0.0,0.23646188,0.3152017,0.033126947,0.35964862,0.63717824,0.09166799,0.064283736,0.16215515,0.052686326,0.15038307,0.027023496,0.0,0.03226296,0.040195215,0.0,0.0,0.0
XAVIER DUURSMA,ES,0.0,0.08571253,0.022404967,0.7272959,0.0,0.08222495,0.15266824,0.028900996,0.18333048,0.052474897,0.086379476,0.43121478,0.025005564,0.061942924,0.054576796,0.023120686,0.0,0.028506564,0.08965249,0.03268943,0.0,0.03320491
CAMERON ZURHAAR,NM,0.0,0.056785498,0.81768113,0.022022866,0.02714937,0.026381973,0.028426437,0.03135294,0.028264213,0.080308504,0.6033416,0.02783157,0.0,0.049484197,0.022512274,0.18931435,0.022175536,0.028774986,0.03268226,0.025186567,0.033884596,0.033822883
BRODY MIHOCEK,CW,0.022799464,0.089272864,0.0,0.0,0.03882856,0.09963683,0.047815777,0.02681335,0.6494216,0.0,0.025548743,0.085185215,0.78016484,0.024695598,0.0,0.036517482,0.05682757,0.08323999,0.0,0.053784132,0.03107834,0.022650382
TOBY NANKERVIS,RI,0.0,0.67182666,0.05094573,0.093198456,0.041677568,0.046690404,0.054167937,0.10400778,0.026407585,0.12395462,0.06359024,0.0,0.05104281,0.03872905,0.0,0.023679327,0.05417659,0.10638445,0.15777108,0.36968905,0.030362979,0.026774405
PATRICK VOSS,FR,0.0,0.0,0.0288198,0.05335507,0.030854627,0.034457903,0.0,0.0,0.0,0.0223843,0.04422391,0.047455728,0.041439354,0.0,0.2684778,0.033297617,0.023260713,0.022090064,0.030032428,0.94009924,0.12878825,0.38593733
BLAKE HARDWICK,HW,0.042601492,0.05549018,0.06983009,0.34503376,0.0,0.022090064,0.024257587,0.043319978,0.11893768,0.08951824,0.04558032,0.030474596,0.022364222,0.04586231,0.0869952,0.0,0.0519414,0.15200523,0.031714987,0.6631747,0.15542194,0.026315719
BRADLEY HILL,SK,0.0,0.02407603,0.043681428,0.37492207,0.13197732,0.047081374,0.031839035,0.32042933,0.17425637,0.037664786,0.0568783,0.04660891,0.36042306,0.0,0.03248946,0.031579997,0.0,0.02363439,0.124780476,0.040803395,0.098289035,0.11942858
CALLUM MILLS,SY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02714607,0.0,0.39024377,0.0,0.44556,0.043892156,0.45101663,0.061192494,0.4086506,0.06713405,0.19755247
MASON WOOD,SK,0.0,0.029678784,0.58629394,0.40575916,0.054741915,0.067170076,0.02638977,0.022564031,0.0,0.0,0.02542657,0.03191475,0.0769875,0.0,0.030477526,0.04977975,0.040280014,0.033253953,0.4042647,0.027787777,0.08415631,0.0801392
LACHLAN BRAMBLE,WB,0.0,0.09966516,0.026092645,0.06136502,0.028756088,0.0423666,0.26899558,0.0742201,0.06969885,0.033470146,0.026778929,0.023631329,0.0,0.025911836,0.051530823,0.18469284,0.6735765,0.06804223,0.06768976,0.040816266,0.124909826,0.079179466
JACK ROSS,RI,0.0,0.89955676,0.02315421,0.039688908,0.04871844,0.028141677,0.026506823,0.05397474,0.022950971,0.024435937,0.06695134,0.027972816,0.041014403,0.022090064,0.0,0.043464705,0.07582125,0.029897138,0.14849102,0.33779377,0.052991,0.04318706
LIAM BAKER,WC,0.0,0.04305316,0.13739358,0.03911506,0.057928875,0.035931643,0.113194704,0.045580167,0.04734126,0.24486026,0.080536135,0.026891531,0.18012546,0.11660632,0.03981208,0.0,0.32443717,0.023964962,0.032226253,0.07192633,0.35986263,0.029620338
MATT CROUCH,AD,0.0,0.59238154,0.8752073,0.06670518,0.0,0.22714967,0.23114082,0.030302547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRAYDEN FIORINI,GC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046351347,0.038886026,0.060018122,0.057006508,0.051793937,0.0,0.12179825,0.09020875,0.17507309,0.25428742,0.08286209,0.78424853,0.2295268
XAVIER OHALLORAN,GW,0.060808137,0.040655557,0.0,0.022265352,0.028094154,0.0,0.022421103,0.022090064,0.03732207,0.0482611,0.025129078,0.08276219,0.04749907,0.027281493,0.056200445,0.036752988,0.0,0.8901114,0.04559839,0.4118268,0.04724461,0.025121136
KANE FARRELL,PA,0.0,0.034504425,0.74808073,0.02934805,0.029287618,0.099468544,0.3275856,0.06607359,0.027155926,0.034197133,0.0,0.0,0.0,0.07119245,0.059779763,0.031902935,0.10958074,0.0274915,0.10809911,0.0757751,0.05571546,0.034133345
TYSON STENGLE,GE,0.0,0.2489715,0.024996664,0.024554253,0.030269125,0.024791462,0.057398256,0.02197616,0.025241986,0.10171318,0.026793424,0.05979995,0.23496357,0.8134026,0.10682874,0.02560028,0.0,0.0,0.0,0.040064503,0.056531616,0.044396028
JACOB WEITERING,CA,0.0,0.12204889,0.036719102,0.06994215,0.026140902,0.2628157,0.051996358,0.09211615,0.047201663,0.18840884,0.035457592,0.03686835,0.0,0.033499427,0.37628064,0.36233595,0.025020227,0.03525219,0.023410093,0.07927782,0.0287379,0.032327056
HARRY MCKAY,CA,0.0,0.03627234,0.0,0.0,0.0,0.02315064,0.0,0.8468705,0.023207515,0.81410503,0.11022183,0.03853478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025220418,0.03412578
DYLAN SHIEL,ES,0.0,0.03695702,0.025136227,0.5788645,0.0,0.7429017,0.3017404,0.034465924,0.0,0.024072977,0.02352003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07370291,0.07675698,0.026229078
NICK LARKEY,NM,0.0,0.41789275,0.14189093,0.1351005,0.022197213,0.028521663,0.02328445,0.032221835,0.024965765,0.03217832,0.039464958,0.027782373,0.0,0.041516688,0.06646393,0.052508827,0.47423863,0.3428699,0.0,0.0,0.0,0.036508717
RYLEY SANDERS,WB,0.0,0.06453373,0.024045372,0.18713282,0.0832105,0.042088814,0.65086496,0.03796335,0.033093683,0.02610401,0.08602534,0.024652889,0.0,0.02785893,0.31736234,0.0,0.09325523,0.09757575,0.034305517,0.041481968,0.031423055,0.031014672
MATTHEW JOHNSON,FR,0.0,0.076365545,0.038948584,0.06935742,0.02519782,0.07445465,0.023116043,0.45311075,0.05370812,0.07085994,0.037302874,0.31729645,0.033539236,0.0,0.060389124,0.04413358,0.033148956,0.060387067,0.40576786,0.032279134,0.0,0.0
SAM DOCHERTY,CA,0.0,0.03008926,0.037590552,0.03994505,0.20324484,0.1488698,0.0,0.0,0.024106517,0.0,0.0,0.15598659,0.0,0.38790238,0.068691336,0.56153363,0.037639637,0.036645554,0.031896077,0.108582735,0.029760322,0.0
MITCH MCGOVERN,CA,0.0,0.028547283,0.029988587,0.027421089,0.027834859,0.27565643,0.10227464,0.08925298,0.027609505,0.023562267,0.036403425,0.02777177,0.0,0.034930933,0.2226338,0.8553128,0.024400106,0.031324685,0.024594858,0.0,0.0,0.0
WAYNE MILERA,AD,0.0,0.02772401,0.06907269,0.024956638,0.046787757,0.03827085,0.059911646,0.022187596,0.4251002,0.025026383,0.03342528,0.1538107,0.10641468,0.06859587,0.034540176,0.0,0.3478591,0.0,0.03603312,0.15172197,0.14300135,0.060191333
WILL HAYWARD,SY,0.022090064,0.028396012,0.025668412,0.0,0.8688342,0.023896497,0.027887743,0.022277413,0.027640343,0.03193366,0.038355798,0.024303673,0.022908233,0.058430377,0.0,0.25715914,0.022840045,0.03440924,0.23286067,0.0721513,0.03206295,0.0
DARCY JONES,GW,0.08441024,0.026394125,0.0,0.022404782,0.74007654,0.03379406,0.025362091,0.03390282,0.02295333,0.0,0.03738108,0.1534536,0.048641693,0.022292504,0.27025875,0.030661272,0.0,0.1418738,0.07451933,0.04584364,0.027272232,0.022100342
DAN HOUSTON,CW,0.0,0.66068316,0.045324598,0.0,0.29718825,0.0,0.0,0.05212491,0.06302086,0.048569348,0.07948649,0.04640634,0.22931944,0.099782966,0.0,0.023445308,0.04116993,0.03681329,0.048658844,0.0,0.058936946,0.023795936
SAM TAYLOR,GW,0.45726466,0.043658886,0.0,0.06570347,0.03923111,0.20953104,0.06607043,0.04466576,0.025214532,0.35120332,0.02852708,0.041607425,0.16170822,0.16464521,0.035088345,0.0,0.0,0.0,0.0,0.0,0.09661147,0.02267836
DANIEL MCSTAY,CW,0.022662308,0.65233946,0.033478223,0.0,0.049299218,0.027318308,0.08334092,0.024677208,0.0,0.0,0.0,0.0,0.0,0.024624497,0.0,0.02715568,0.059066612,0.72347003,0.029103285,0.0232555,0.049784932,0.022150626
JAMES HARMES,WB,0.0,0.04682014,0.023702765,0.20931275,0.13832451,0.022090064,0.0,0.5215976,0.11123944,0.031073205,0.5805284,0.026065368,0.0,0.028417556,0.0,0.026043542,0.08128509,0.0,0.0,0.0,0.0,0.0
JASE BURGOYNE,PA,0.0,0.022735983,0.6752137,0.084586896,0.024025636,0.13719198,0.042704474,0.1102264,0.032343812,0.039792527,0.039427865,0.02981381,0.0,0.111902356,0.22398016,0.03441824,0.04337441,0.03364156,0.025720535,0.07276453,0.028897615,0.025784995
MAX HALL,SK,0.0,0.027232956,0.027049247,0.14565542,0.02283556,0.026742933,0.022273436,0.028823685,0.039296437,0.03485981,0.024877777,0.022090064,0.035173494,0.0,0.02203566,0.022717021,0.13068761,0.8655804,0.06444179,0.04431617,0.1595473,0.043507162
PETER WRIGHT,ES,0.0,0.0,0.0,0.0,0.0,0.0,0.94864523,0.027027227,0.18634325,0.029932184,0.028940681,0.3197155,0.05102801,0.029623322,0.025866272,0.023199528,0.0,0.02436572,0.022873532,0.027775297,0.02973627,0.02824243
